chromosome	start	end	total_cn
chr8	116267731	116267732	2
chr2	220450679	220450680	2
chr12	52063298	52063299	2
chr19	51675566	51675567	2
chr4	164344632	164344633	2
chr11	32060884	32060885	2
chr6	39131761	39131762	2
chr3	144109278	144109279	2
chr2	164056614	164056615	2
chr9	100379907	100379908	2
chr19	58224068	58224069	2
chr21	23046391	23046392	2
chr2	159255847	159255848	2
chr20	6639305	6639306	2
chr9	97911521	97911522	2
chr10	88458660	88458661	2
chr2	189477625	189477626	2
chr3	159101399	159101400	2
chr11	12622104	12622105	2
chr18	25620740	25620741	2
chr6	20202872	20202873	2
chr7	12079400	12079401	2
chr18	45217564	45217565	2
chr10	100923897	100923898	2
chr5	98150949	98150950	2
chr14	50481167	50481168	2
chr12	54649384	54649385	2
chr6	42555727	42555728	2
chr18	21109525	21109526	2
chr21	22464624	22464625	2
chr2	201549145	201549146	2
chr2	175161193	175161194	2
chr10	83590002	83590003	2
chr1	36362551	36362552	2
chr7	41438905	41438906	2
chr8	103685196	103685197	2
chr4	157823616	157823617	2
chr5	106462284	106462285	2
chr19	30482929	30482930	2
chr7	32760375	32760376	2
chr2	200705585	200705586	2
chr19	36399009	36399010	2
chr8	113432475	113432476	2
chr9	118101150	118101151	2
chr20	7788305	7788306	2
chr16	80904036	80904037	2
chr7	9109727	9109728	2
chr18	39213594	39213595	2
chr2	151574365	151574366	2
chr11	29521270	29521271	2
chr17	53932239	53932240	2
chr2	166024568	166024569	2
chr21	21048117	21048118	2
chr1	54806322	54806323	2
chr17	55760046	55760047	2
chr12	87689189	87689190	2
chr6	1312666	1312667	2
chr14	24914914	24914915	2
chr13	67354264	67354265	2
chr12	51924993	51924994	2
chr14	31856010	31856011	2
chr20	8609185	8609186	2
chr19	54992378	54992379	2
chr11	16810354	16810355	2
chr1	58702014	58702015	2
chr11	7138306	7138307	2
chr15	59674251	59674252	2
chr20	16896944	16896945	2
chr17	54548440	54548441	2
chr22	32150085	32150086	2
chr13	41643812	41643813	2
chr1	72045985	72045986	2
chr13	54851181	54851182	2
chr22	38881204	38881205	2
chr4	117991535	117991536	2
chr15	78438819	78438820	2
chr10	93786989	93786990	2
chr19	31340199	31340200	2
chr15	42907235	42907236	2
chr2	208810464	208810465	2
chr9	94165770	94165771	2
chr9	118656752	118656753	2
chr2	184422662	184422663	2
chr15	60300254	60300255	2
chr15	44852949	44852950	2
chr16	70653442	70653443	2
chr22	28945617	28945618	2
chr9	115843951	115843952	2
chr12	68501048	68501049	2
chr7	34707955	34707956	2
chr17	38638069	38638070	2
chr21	32898632	32898633	2
chr21	15160244	15160245	2
chr3	136130145	136130146	2
chr3	133960379	133960380	2
chr16	48859526	48859527	2
chr1	49012554	49012555	2
chr4	160818298	160818299	2
chr4	110599717	110599718	2
chr20	13329326	13329327	2
chr2	183065661	183065662	2
chr17	38236642	38236643	2
chr17	36135728	36135729	2
chr4	126785597	126785598	2
chr16	73137066	73137067	2
chr18	37326452	37326453	2
chr1	98352224	98352225	2
chr4	132370133	132370134	2
chr15	62870365	62870366	2
chr14	44868856	44868857	2
chr20	20541715	20541716	2
chr2	174539188	174539189	2
chr10	72794744	72794745	2
chr3	164388589	164388590	2
chr8	111587112	111587113	2
chr4	187942200	187942201	2
chr7	25715956	25715957	2
chr16	83723593	83723594	2
chr10	70155590	70155591	2
chr20	17985346	17985347	2
chr14	47328190	47328191	2
chr12	67148515	67148516	2
chr20	23369386	23369387	2
chr6	41264511	41264512	2
chr17	50317278	50317279	2
chr17	49439523	49439524	2
chr22	33837174	33837175	2
chr11	31793789	31793790	2
chr17	38914758	38914759	2
chr11	43049849	43049850	2
chr9	93528393	93528394	2
chr7	31301423	31301424	2
chr2	183442587	183442588	2
chr4	125206653	125206654	2
chr5	124943586	124943587	2
chr6	4716981	4716982	2
chr13	55274218	55274219	2
chr4	132213562	132213563	2
chr14	32031800	32031801	2
chr21	17747745	17747746	2
chr13	37105000	37105001	2
chr7	14605350	14605351	2
chr5	106243397	106243398	2
chr13	73328006	73328007	2
chr14	101505904	101505905	2
chr7	13600530	13600531	2
chr1	61351287	61351288	2
chr17	52946936	52946937	2
chr16	60220463	60220464	2
chr4	120418931	120418932	2
chr15	46251053	46251054	2
chr4	135788879	135788880	2
chr5	121020586	121020587	2
chr17	62227694	62227695	2
chr3	146622988	146622989	2
chr5	100111736	100111737	2
chr7	16709880	16709881	2
chr22	44462367	44462368	2
chr1	87039069	87039070	2
chr6	10070714	10070715	2
chr8	127288843	127288844	2
chr19	46824151	46824152	2
chr17	52471193	52471194	2
chr16	59971201	59971202	2
chr5	118196025	118196026	2
chr14	33108117	33108118	2
chr1	60291420	60291421	2
chr21	22551944	22551945	2
chr15	32711320	32711321	2
chr1	100523987	100523988	2
chr19	52403715	52403716	2
chr7	28414708	28414709	2
chr6	26600829	26600830	2
chr3	133907383	133907384	2
chr6	11128666	11128667	2
chr6	29418820	29418821	2
chr2	172049252	172049253	2
chr16	60663410	60663411	2
chr8	98823936	98823937	2
chr15	64749141	64749142	2
chr4	111080145	111080146	2
chr17	36604013	36604014	2
chr8	104244253	104244254	2
chr19	54644927	54644928	2
chr8	94218657	94218658	2
chr2	198456194	198456195	2
chr19	34143283	34143284	2
chr15	45960511	45960512	2
chr7	9934151	9934152	2
chr21	21998827	21998828	2
chr14	81951233	81951234	2
chr3	154710950	154710951	2
chr11	48582871	48582872	2
chr19	38080824	38080825	2
chr4	188410259	188410260	2
chr17	40546055	40546056	2
chr9	106317676	106317677	2
chr8	141028501	141028502	2
chr20	9931415	9931416	2
chr18	41773852	41773853	2
chr1	80423275	80423276	2
chr1	30756306	30756307	2
chr15	41363968	41363969	2
chr13	31888027	31888028	2
chr13	24262000	24262001	2
chr1	89664776	89664777	2
chr9	93495301	93495302	2
chr14	78177974	78177975	2
chr16	54015690	54015691	2
chr14	93712793	93712794	2
chr10	100007256	100007257	2
chr22	47154619	47154620	2
chr22	31335103	31335104	2
chr1	57342459	57342460	2
chr13	35187459	35187460	2
chr14	21304299	21304300	2
chr3	144129423	144129424	2
chr7	46844924	46844925	2
chr2	214843411	214843412	2
chr19	39616087	39616088	2
chr21	32107166	32107167	2
chr4	104064563	104064564	2
chr19	49975257	49975258	2
chr9	127672897	127672898	2
chr3	166400825	166400826	2
chr2	211809054	211809055	2
chr7	38843345	38843346	2
chr15	54599367	54599368	2
chr1	90913879	90913880	2
chr22	24131644	24131645	2
chr1	51885287	51885288	2
chr12	72283693	72283694	2
chr7	42399674	42399675	2
chr5	93388499	93388500	2
chr9	95202786	95202787	2
chr1	87427466	87427467	2
chr16	76450453	76450454	2
chr11	4722756	4722757	2
chr5	111566980	111566981	2
chr21	17899317	17899318	2
chr11	49652223	49652224	2
chr9	95872941	95872942	2
chr11	29556139	29556140	2
chr7	14331217	14331218	2
chr8	111357716	111357717	2
chr4	105559472	105559473	2
chr13	55363277	55363278	2
chr2	202067594	202067595	2
chr10	114832849	114832850	2
chr22	49405648	49405649	2
chr16	68297675	68297676	2
chr17	51931201	51931202	2
chr20	5818179	5818180	2
chr8	128711711	128711712	2
chr18	33400605	33400606	2
chr13	78551488	78551489	2
chr16	61179397	61179398	2
chr5	131008471	131008472	2
chr10	67021814	67021815	2
chr2	181126776	181126777	2
chr2	190088160	190088161	2
chr16	61820196	61820197	2
chr11	33684195	33684196	2
chr16	83031254	83031255	2
chr22	35360933	35360934	2
chr1	53477911	53477912	2
chr19	50122052	50122053	2
chr2	206196023	206196024	2
chr7	26621936	26621937	2
chr14	34539675	34539676	2
chr17	47592179	47592180	2
chr8	115166361	115166362	2
chr1	100950909	100950910	2
chr3	165368538	165368539	2
chr18	36319744	36319745	2
chr19	37857540	37857541	2
chr9	106923155	106923156	2
chr1	66477443	66477444	2
chr20	12313356	12313357	2
chr18	49745538	49745539	2
chr16	65076944	65076945	2
chr18	31689083	31689084	2
chr20	22396083	22396084	2
chr22	29422318	29422319	2
chr9	95749603	95749604	2
chr8	99040201	99040202	2
chr14	45764878	45764879	2
chr7	5975209	5975210	2
chr18	25133455	25133456	2
chr13	47275405	47275406	2
chr9	116717843	116717844	2
chr2	210310252	210310253	2
chr15	48255151	48255152	2
chr11	15183475	15183476	2
chr19	42230363	42230364	2
chr5	99050927	99050928	2
chr4	81425923	81425924	2
chr8	106746140	106746141	2
chr2	156930028	156930029	2
chr22	32138874	32138875	2
chr9	104123166	104123167	2
chr12	68351705	68351706	2
chr3	96037956	96037957	2
chr3	136358115	136358116	2
chr6	48157680	48157681	2
chr1	88577443	88577444	2
chr16	58588788	58588789	2
chr18	26404093	26404094	2
chr17	38198603	38198604	2
chr12	45311901	45311902	2
chr4	92912757	92912758	2
chr12	60258325	60258326	2
chr12	88718657	88718658	2
chr10	74467175	74467176	2
chr5	101592297	101592298	2
chr1	64421963	64421964	2
chr7	34496372	34496373	2
chr2	212541451	212541452	2
chr22	29972418	29972419	2
chr5	129741206	129741207	2
chr18	44187402	44187403	2
chr18	33595704	33595705	2
chr4	125750791	125750792	2
chr14	96472923	96472924	2
chr16	75300825	75300826	2
chr8	87933911	87933912	2
chr12	42356460	42356461	2
chr11	3184639	3184640	2
chr18	37941169	37941170	2
chr7	26081682	26081683	2
chr21	18031361	18031362	2
chr22	45270928	45270929	2
chr22	30514255	30514256	2
chr13	55592054	55592055	2
chr9	124765255	124765256	2
chr2	217030324	217030325	2
chr13	48389956	48389957	2
chr7	32336118	32336119	2
chr21	20886503	20886504	2
chr16	75202872	75202873	2
chr17	45881507	45881508	2
chr4	182170090	182170091	2
chr17	58372081	58372082	2
chr3	132871336	132871337	2
chr21	29895082	29895083	2
chr18	19854874	19854875	2
chr7	22219512	22219513	2
chr17	49327062	49327063	2
chr3	172418252	172418253	2
chr5	130432328	130432329	2
chr15	49441433	49441434	2
chr22	46367837	46367838	2
chr19	29070837	29070838	2
chr12	56791401	56791402	2
chr6	34741011	34741012	2
chr12	74324354	74324355	2
chr5	118559245	118559246	2
chr10	94859351	94859352	2
chr22	21306053	21306054	2
chr18	37656728	37656729	2
chr12	52439969	52439970	2
chr9	131617692	131617693	2
chr21	26244617	26244618	2
chr9	95182902	95182903	2
chr14	106088663	106088664	2
chr11	5796549	5796550	2
chr6	41530759	41530760	2
chr12	75114705	75114706	2
chr10	110518640	110518641	2
chr2	183655017	183655018	2
chr19	33374397	33374398	2
chr19	34094002	34094003	2
chr19	38074224	38074225	2
chr21	17567170	17567171	2
chr10	75829022	75829023	2
chr17	42183445	42183446	2
chr3	153882507	153882508	2
chr21	29302889	29302890	2
chr1	66424874	66424875	2
chr19	40373629	40373630	2
chr22	42627872	42627873	2
chr3	171016403	171016404	2
chr13	63167522	63167523	2
chr16	58572033	58572034	2
chr11	6559919	6559920	2
chr13	65008501	65008502	2
chr10	91264061	91264062	2
chr6	17773155	17773156	2
chr11	20717470	20717471	2
chr1	70704196	70704197	2
chr8	109663276	109663277	2
chr18	29480067	29480068	2
chr19	45465546	45465547	2
chr5	102237917	102237918	2
chr18	19050136	19050137	2
chr17	47976715	47976716	2
chr6	44150747	44150748	2
chr14	77923206	77923207	2
chr2	193413513	193413514	2
chr9	95883665	95883666	2
chr19	53894467	53894468	2
chr9	103231146	103231147	2
chr21	16722678	16722679	2
chr22	44227557	44227558	2
chr20	23632865	23632866	2
chr1	94911948	94911949	2
chr2	151831227	151831228	2
chr15	32949058	32949059	2
chr5	123025528	123025529	2
chr15	61813236	61813237	2
chr5	96975098	96975099	2
chr15	33516598	33516599	2
chr17	53403409	53403410	2
chr9	115798289	115798290	2
chr19	40341930	40341931	2
chr17	35152821	35152822	2
chr18	28051730	28051731	2
chr19	28058395	28058396	2
chr21	19616196	19616197	2
chr12	94774185	94774186	2
chr19	37894047	37894048	2
chr3	168249956	168249957	2
chr22	35534855	35534856	2
chr21	25531854	25531855	2
chr17	61754792	61754793	2
chr9	128702959	128702960	2
chr4	119521921	119521922	2
chr9	111404969	111404970	2
chr16	81582707	81582708	2
chr16	46388060	46388061	2
chr22	33875933	33875934	2
chr5	95715931	95715932	2
chr7	32418785	32418786	2
chr10	110161990	110161991	2
chr13	62896173	62896174	2
chr19	55951009	55951010	2
chr11	45461161	45461162	2
chr4	107676685	107676686	2
chr3	170892775	170892776	2
chr19	51716199	51716200	2
chr7	36941409	36941410	2
chr12	73597388	73597389	2
chr5	124909136	124909137	2
chr7	30737900	30737901	2
chr10	83458166	83458167	2
chr21	25945187	25945188	2
chr13	30331687	30331688	2
chr1	92882452	92882453	2
chr17	42214160	42214161	2
chr5	105338377	105338378	2
chr2	182626629	182626630	2
chr21	26551435	26551436	2
chr15	56610744	56610745	2
chr6	26736221	26736222	2
chr7	37741528	37741529	2
chr15	56248755	56248756	2
chr18	40955848	40955849	2
chr21	21551265	21551266	2
chr8	92409270	92409271	2
chr5	113004832	113004833	2
chr4	178842771	178842772	2
chr18	32625138	32625139	2
chr5	113010456	113010457	2
chr8	111825637	111825638	2
chr4	103385517	103385518	2
chr11	17122316	17122317	2
chr1	60072086	60072087	2
chr5	104407070	104407071	2
chr12	104593162	104593163	2
chr4	151856271	151856272	2
chr16	60324896	60324897	2
chr11	21628620	21628621	2
chr6	42692279	42692280	2
chr8	94726866	94726867	2
chr9	129516562	129516563	2
chr7	32710995	32710996	2
chr21	29864596	29864597	2
chr21	18572486	18572487	2
chr22	33487529	33487530	2
chr22	35446981	35446982	2
chr17	49737864	49737865	2
chr10	83273841	83273842	2
chr22	47385720	47385721	2
chr15	34439354	34439355	2
chr19	56366940	56366941	2
chr12	108886488	108886489	2
chr9	127217491	127217492	2
chr6	50361926	50361927	2
chr20	19343794	19343795	2
chr5	107761370	107761371	2
chr14	37916429	37916430	2
chr16	69302551	69302552	2
chr16	70595216	70595217	2
chr17	58904156	58904157	2
chr12	85681706	85681707	2
chr19	56566605	56566606	2
chr11	44095122	44095123	2
chr21	19703947	19703948	2
chr17	61323917	61323918	2
chr20	1936071	1936072	2
chr14	59517343	59517344	2
chr14	25642176	25642177	2
chr12	43547303	43547304	2
chr10	84360724	84360725	2
chr18	35363501	35363502	2
chr8	115946990	115946991	2
chr13	50971441	50971442	2
chr3	100449495	100449496	2
chr20	20042789	20042790	2
chr7	31544176	31544177	2
chr10	106331111	106331112	2
chr16	66765371	66765372	2
chr14	89129525	89129526	2
chr9	107998836	107998837	2
chr15	40786057	40786058	2
chr4	117297545	117297546	2
chr12	96565565	96565566	2
chr11	23512086	23512087	2
chr8	116412276	116412277	2
chr7	32554597	32554598	2
chr19	29416243	29416244	2
chr15	30980814	30980815	2
chr22	45409494	45409495	2
chr19	52607510	52607511	2
chr13	59562078	59562079	2
chr3	189428558	189428559	2
chr2	164792822	164792823	2
chr4	163166871	163166872	2
chr16	68508522	68508523	2
chr6	2123696	2123697	2
chr2	206562256	206562257	2
chr14	105918328	105918329	2
chr18	19407339	19407340	2
chr21	17805974	17805975	2
chr17	60289491	60289492	2
chr4	91614824	91614825	2
chr20	23755982	23755983	2
chr15	44764254	44764255	2
chr2	229177508	229177509	2
chr15	50780097	50780098	2
chr8	118606162	118606163	2
chr7	27022841	27022842	2
chr4	156228441	156228442	2
chr19	49327804	49327805	2
chr22	22671926	22671927	2
chr11	28823905	28823906	2
chr8	99661403	99661404	2
chr15	64880189	64880190	2
chr17	48133251	48133252	2
chr18	34037541	34037542	2
chr21	26287283	26287284	2
chr13	31727588	31727589	2
chr2	232509070	232509071	2
chr3	139297181	139297182	2
chr8	127840469	127840470	2
chr4	104388306	104388307	2
chr9	121484456	121484457	2
chr1	88347912	88347913	2
chr1	81021545	81021546	2
chr3	126732545	126732546	2
chr18	30752659	30752660	2
chr2	204694339	204694340	2
chr12	50993481	50993482	2
chr21	24034274	24034275	2
chr16	65034910	65034911	2
chr16	71197095	71197096	2
chr15	40591074	40591075	2
chr22	36121426	36121427	2
chr12	91908590	91908591	2
chr9	112729085	112729086	2
chr15	79081153	79081154	2
chr19	58505295	58505296	2
chr15	52060891	52060892	2
chr13	61567212	61567213	2
chr20	20581241	20581242	2
chr3	153039167	153039168	2
chr12	52915498	52915499	2
chr2	180800049	180800050	2
chr14	33483717	33483718	2
chr19	58443288	58443289	2
chr9	131408167	131408168	2
chr16	56924279	56924280	2
chr19	34829606	34829607	2
chr7	13532263	13532264	2
chr12	66217791	66217792	2
chr4	123666501	123666502	2
chr11	31954119	31954120	2
chr8	126370962	126370963	2
chr17	51064649	51064650	2
chr5	115260561	115260562	2
chr18	41598956	41598957	2
chr20	8866454	8866455	2
chr2	206256147	206256148	2
chr5	124531934	124531935	2
chr18	50039257	50039258	2
chr17	46626834	46626835	2
chr21	24936393	24936394	2
chr20	14292372	14292373	2
chr12	59648534	59648535	2
chr19	46324644	46324645	2
chr19	47089552	47089553	2
chr3	143491130	143491131	2
chr8	110312652	110312653	2
chr22	42908044	42908045	2
chr18	43482908	43482909	2
chr15	47553326	47553327	2
chr21	32708670	32708671	2
chr19	42996065	42996066	2
chr12	63476978	63476979	2
chr15	32553002	32553003	2
chr22	34367675	34367676	2
chr10	78660060	78660061	2
chr4	124775831	124775832	2
chr2	173198553	173198554	2
chr17	47562231	47562232	2
chr2	214153307	214153308	2
chr20	17954923	17954924	2
chr14	95898703	95898704	2
chr15	65300811	65300812	2
chr21	26082832	26082833	2
chr20	19318697	19318698	2
chr1	64326084	64326085	2
chr2	159943611	159943612	2
chr21	20983533	20983534	2
chr1	53859568	53859569	2
chr16	63286338	63286339	2
chr6	36753290	36753291	2
chr1	100731760	100731761	2
chr19	31983233	31983234	2
chr18	30642466	30642467	2
chr21	26181612	26181613	2
chr19	45447462	45447463	2
chr11	44342202	44342203	2
chr4	87280759	87280760	2
chr16	86491959	86491960	2
chr4	148335702	148335703	2
chr13	30376928	30376929	2
chr22	41896062	41896063	2
chr15	66818821	66818822	2
chr1	36864811	36864812	2
chr18	36454008	36454009	2
chr17	39920572	39920573	2
chr6	17786617	17786618	2
chr19	55269522	55269523	2
chr22	32197969	32197970	2
chr3	132218850	132218851	2
chr15	70657757	70657758	2
chr12	78217731	78217732	2
chr22	38236739	38236740	2
chr4	121441084	121441085	2
chr13	30032866	30032867	2
chr17	47816411	47816412	2
chr2	211957364	211957365	2
chr16	70742155	70742156	2
chr21	19513473	19513474	2
chr11	39143387	39143388	2
chr20	9948582	9948583	2
chr19	54985595	54985596	2
chr5	100582965	100582966	2
chr4	147734641	147734642	2
chr7	27562465	27562466	2
chr15	50169378	50169379	2
chr5	123781339	123781340	2
chr6	27315689	27315690	2
chr17	44550347	44550348	2
chr15	42882969	42882970	2
chr15	42080182	42080183	2
chr4	167240069	167240070	2
chr8	117108530	117108531	2
chr5	134850870	134850871	2
chr4	117975392	117975393	2
chr4	102674737	102674738	2
chr12	64279243	64279244	2
chr14	30232862	30232863	2
chr12	53464717	53464718	2
chr7	3259150	3259151	2
chr7	13130631	13130632	2
chr14	70193383	70193384	2
chr12	66878088	66878089	2
chr15	43752919	43752920	2
chr15	78022074	78022075	2
chr18	42289065	42289066	2
chr20	15405579	15405580	2
chr2	182298286	182298287	2
chr11	33583850	33583851	2
chr18	23202278	23202279	2
chr6	1652405	1652406	2
chr2	157484999	157485000	2
chr2	160179085	160179086	2
chr13	54593658	54593659	2
chr19	28906636	28906637	2
chr10	83873526	83873527	2
chr1	50569106	50569107	2
chr15	36109111	36109112	2
chr9	131748046	131748047	2
chr17	36918595	36918596	2
chr17	41625499	41625500	2
chr11	17133393	17133394	2
chr1	51749853	51749854	2
chr20	22583034	22583035	2
chr16	51791998	51791999	2
chr13	24165979	24165980	2
chr19	44209436	44209437	2
chr6	21054588	21054589	2
chr10	97954174	97954175	2
chr14	59201620	59201621	2
chr2	170852946	170852947	2
chr12	68291845	68291846	2
chr12	77505630	77505631	2
chr17	37043439	37043440	2
chr19	47812047	47812048	2
chr15	31567511	31567512	2
chr10	112538922	112538923	2
chr17	44087239	44087240	2
chr19	36319726	36319727	2
chr8	105260503	105260504	2
chr22	44041094	44041095	2
chr12	63394772	63394773	2
chr5	110176161	110176162	2
chr19	46569541	46569542	2
chr8	115869418	115869419	2
chr19	34808364	34808365	2
chr10	84698313	84698314	2
chr19	41469271	41469272	2
chr18	33912357	33912358	2
chr2	182106330	182106331	2
chr13	21940774	21940775	2
chr7	45307289	45307290	2
chr18	20235864	20235865	2
chr9	124273530	124273531	2
chr20	5784063	5784064	2
chr8	112398386	112398387	2
chr2	168911031	168911032	2
chr8	121900702	121900703	2
chr19	41436412	41436413	2
chr16	83969574	83969575	2
chr8	112611525	112611526	2
chr10	90346836	90346837	2
chr22	42172617	42172618	2
chr4	79375923	79375924	2
chr17	42715602	42715603	2
chr1	95048029	95048030	2
chr7	23108454	23108455	2
chr20	14329356	14329357	2
chr4	186887802	186887803	2
chr8	141685251	141685252	2
chr16	58706416	58706417	2
chr21	23554839	23554840	2
chr17	51202014	51202015	2
chr15	56861764	56861765	2
chr8	126349880	126349881	2
chr18	31724801	31724802	2
chr11	49973274	49973275	2
chr22	42277785	42277786	2
chr13	55639104	55639105	2
chr4	147785543	147785544	2
chr21	26063257	26063258	2
chr10	73263306	73263307	2
chr8	98187713	98187714	2
chr16	52780575	52780576	2
chr9	108503266	108503267	2
chr7	39421414	39421415	2
chr10	98468503	98468504	2
chr4	146055505	146055506	2
chr12	82005294	82005295	2
chr16	87679689	87679690	2
chr7	11968163	11968164	2
chr17	37280170	37280171	2
chr13	73405646	73405647	2
chr8	93775585	93775586	2
chr8	104066068	104066069	2
chr21	32526672	32526673	2
chr5	134636668	134636669	2
chr17	40597446	40597447	2
chr21	18353273	18353274	2
chr19	43777264	43777265	2
chr6	31017732	31017733	2
chr17	55647047	55647048	2
chr9	114906490	114906491	2
chr3	107314274	107314275	2
chr10	110739454	110739455	2
chr22	31178583	31178584	2
chr2	154745519	154745520	2
chr19	31457643	31457644	2
chr17	44382764	44382765	2
chr9	105126842	105126843	2
chr3	158763058	158763059	2
chr16	60817712	60817713	2
chr12	96607016	96607017	2
chr19	45571009	45571010	2
chr3	189808617	189808618	2
chr3	124464708	124464709	2
chr9	121598583	121598584	2
chr8	103655392	103655393	2
chr15	65738313	65738314	2
chr21	32260179	32260180	2
chr21	18334707	18334708	2
chr14	103138278	103138279	2
chr7	42416125	42416126	2
chr11	7868112	7868113	2
chr2	217950095	217950096	2
chr17	38950246	38950247	2
chr21	19146236	19146237	2
chr15	52678715	52678716	2
chr19	42408973	42408974	2
chr2	157360651	157360652	2
chr21	16086783	16086784	2
chr4	96279511	96279512	2
chr11	15963252	15963253	2
chr12	90688620	90688621	2
chr22	32462524	32462525	2
chr16	78978389	78978390	2
chr18	36408189	36408190	2
chr18	51999669	51999670	2
chr21	23882168	23882169	2
chr5	106943630	106943631	2
chr18	47949339	47949340	2
chr8	122505280	122505281	2
chr6	54281980	54281981	2
chr4	105811722	105811723	2
chr3	166678016	166678017	2
chr10	91531365	91531366	2
chr1	90585289	90585290	2
chr21	25926442	25926443	2
chr3	182787919	182787920	2
chr11	19041873	19041874	2
chr13	31307800	31307801	2
chr13	33792182	33792183	2
chr22	31311214	31311215	2
chr5	129826984	129826985	2
chr22	24839364	24839365	2
chr11	8591776	8591777	2
chr16	62563225	62563226	2
chr2	164590235	164590236	2
chr18	37977575	37977576	2
chr6	37902160	37902161	2
chr18	48144304	48144305	2
chr21	17981483	17981484	2
chr14	47176169	47176170	2
chr1	85656799	85656800	2
chr22	42876765	42876766	2
chr9	128285767	128285768	2
chr17	35485524	35485525	2
chr3	145444895	145444896	2
chr7	1137984	1137985	2
chr5	91688397	91688398	2
chr14	51392213	51392214	2
chr15	71357466	71357467	2
chr12	68311956	68311957	2
chr9	94396754	94396755	2
chr9	103463814	103463815	2
chr20	5840908	5840909	2
chr3	171897971	171897972	2
chr13	36132359	36132360	2
chr15	57609692	57609693	2
chr17	40576785	40576786	2
chr15	38291882	38291883	2
chr19	57177974	57177975	2
chr11	45485347	45485348	2
chr18	42174434	42174435	2
chr9	95464716	95464717	2
chr12	100095172	100095173	2
chr3	173671448	173671449	2
chr7	873829	873830	2
chr1	63505462	63505463	2
chr16	77191994	77191995	2
chr21	30168771	30168772	2
chr17	54946345	54946346	2
chr19	57841724	57841725	2
chr15	82755418	82755419	2
chr12	68014203	68014204	2
chr3	123381481	123381482	2
chr11	21979597	21979598	2
chr1	100869963	100869964	2
chr16	79693595	79693596	2
chr9	127963954	127963955	2
chr14	59927933	59927934	2
chr15	68339936	68339937	2
chr17	37374803	37374804	2
chr17	57960313	57960314	2
chr6	35675116	35675117	2
chr7	8398331	8398332	2
chr8	125841087	125841088	2
chr4	149041395	149041396	2
chr19	50432647	50432648	2
chr16	71479786	71479787	2
chr5	92837487	92837488	2
chr3	109122454	109122455	2
chr8	129578321	129578322	2
chr7	47187637	47187638	2
chr15	53845683	53845684	2
chr10	104778379	104778380	2
chr3	111419271	111419272	2
chr14	53583949	53583950	2
chr5	130356886	130356887	2
chr5	93181561	93181562	2
chr22	20616075	20616076	2
chr7	23140100	23140101	2
chr15	59197827	59197828	2
chr6	5971710	5971711	2
chr10	103097893	103097894	2
chr7	38200958	38200959	2
chr4	101697018	101697019	2
chr18	38306311	38306312	2
chr2	213235435	213235436	2
chr4	83454408	83454409	2
chr15	70865152	70865153	2
chr22	31053880	31053881	2
chr9	113404836	113404837	2
chr20	13460276	13460277	2
chr3	137183088	137183089	2
chr22	21199365	21199366	2
chr1	59214090	59214091	2
chr13	61057246	61057247	2
chr10	71309090	71309091	2
chr18	50227166	50227167	2
chr1	49075000	49075001	2
chr16	61715159	61715160	2
chr9	101620870	101620871	2
chr18	24471600	24471601	2
chr17	40362247	40362248	2
chr5	112854450	112854451	2
chr15	53337388	53337389	2
chr12	79994383	79994384	2
chr12	72458826	72458827	2
chr2	153331493	153331494	2
chr11	13115490	13115491	2
chr7	46260193	46260194	2
chr4	88101718	88101719	2
chr22	37291206	37291207	2
chr19	32502574	32502575	2
chr16	84841179	84841180	2
chr19	58809497	58809498	2
chr22	47205580	47205581	2
chr18	43598376	43598377	2
chr17	36449894	36449895	2
chr8	128828192	128828193	2
chr8	90739651	90739652	2
chr1	60680686	60680687	2
chr1	68357628	68357629	2
chr18	38773435	38773436	2
chr10	113115945	113115946	2
chr15	79858327	79858328	2
chr6	19199073	19199074	2
chr18	25967341	25967342	2
chr20	18595962	18595963	2
chr3	127239658	127239659	2
chr19	58164240	58164241	2
chr13	74465372	74465373	2
chr14	81664265	81664266	2
chr4	77217142	77217143	2
chr8	88483860	88483861	2
chr13	25048060	25048061	2
chr21	22801419	22801420	2
chr13	25068711	25068712	2
chr17	61848736	61848737	2
chr6	26496820	26496821	2
chr19	52265965	52265966	2
chr18	18632579	18632580	2
chr14	30021291	30021292	2
chr16	55175392	55175393	2
chr19	28640853	28640854	2
chr5	99902257	99902258	2
chr7	36230948	36230949	2
chr12	39838157	39838158	2
chr14	100133810	100133811	2
chr8	124793207	124793208	2
chr14	84329934	84329935	2
chr13	53446134	53446135	2
chr21	25767310	25767311	2
chr22	24699722	24699723	2
chr5	124999852	124999853	2
chr4	190634791	190634792	2
chr5	116616025	116616026	2
chr22	40208455	40208456	2
chr20	17228160	17228161	2
chr19	47723259	47723260	2
chr5	117286683	117286684	2
chr15	44193174	44193175	2
chr2	220078447	220078448	2
chr5	128553430	128553431	2
chr16	63107237	63107238	2
chr20	5384048	5384049	2
chr16	80889780	80889781	2
chr6	35032186	35032187	2
chr8	105635194	105635195	2
chr5	124501141	124501142	2
chr14	71906527	71906528	2
chr15	45788494	45788495	2
chr18	21380311	21380312	2
chr3	100146820	100146821	2
chr3	192437893	192437894	2
chr22	30554260	30554261	2
chr19	29589435	29589436	2
chr1	45435823	45435824	2
chr17	35304145	35304146	2
chr11	35488296	35488297	2
chr12	55796736	55796737	2
chr11	5404471	5404472	2
